CustomerID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
50418,46.0,1.0,178.61,0,5,1,4,10,1,Loyal Customers
50419,42.0,1.0,137.08,0,2,1,1,4,1,Loyal Customers
50420,33.0,2.0,237.7,0,1,2,5,8,3,Champions
50421,39.0,7.0,153.04,0,2,5,2,9,3,Champions
50422,46.0,1.0,126.42,0,5,1,1,7,1,Loyal Customers
50423,44.0,2.0,127.59,1,4,2,1,7,1,Loyal Customers
50424,44.0,2.0,168.04,0,4,2,3,9,1,Loyal Customers
50425,43.0,4.0,161.42,0,3,4,3,10,1,Loyal Customers
50426,44.0,1.0,125.0,0,4,1,1,6,1,Loyal Customers
50427,40.0,3.0,163.89,0,2,4,3,9,3,Champions
50428,43.0,1.0,211.03,0,3,1,5,9,0,Champions
50429,43.0,2.0,123.42,0,3,2,1,6,1,Loyal Customers
50430,39.0,1.0,168.11,0,2,1,3,6,3,Champions
50431,44.0,2.0,122.97,0,4,2,1,7,1,Loyal Customers
50432,44.0,2.0,124.5,0,4,2,1,7,1,Loyal Customers
50433,46.0,1.0,150.93,0,5,1,2,8,1,Loyal Customers
50434,39.0,4.0,153.09,0,2,4,2,8,3,Champions
50435,45.0,1.0,130.57,0,5,1,1,7,1,Loyal Customers
50436,46.0,1.0,151.21,0,5,1,2,8,1,Loyal Customers
50437,30.0,1.0,268.56,0,1,1,5,7,3,Champions
50438,38.0,7.0,126.86,1,1,5,1,7,3,Champions
50439,42.0,1.0,161.8,0,2,1,3,6,1,Loyal Customers
50440,45.0,3.0,166.32,0,5,4,3,12,1,Loyal Customers
50441,44.0,1.0,135.05,0,4,1,1,6,1,Loyal Customers
50442,43.0,1.0,163.97,1,3,1,3,7,1,Loyal Customers
50443,42.0,1.0,162.74,0,2,1,3,6,1,Loyal Customers
50444,42.0,1.0,298.59,1,2,1,5,8,0,Champions
50445,37.0,1.0,175.87,0,1,1,4,6,3,Champions
50446,44.0,1.0,142.58,0,4,1,2,7,1,Loyal Customers
50447,46.0,2.0,143.64,0,5,2,2,9,1,Loyal Customers
50448,45.0,1.0,143.35,0,5,1,2,8,1,Loyal Customers
50449,44.0,1.0,153.26,1,4,1,2,7,1,Loyal Customers
50450,43.0,1.0,132.8,0,3,1,1,5,1,Loyal Customers
50451,42.0,1.0,154.85,0,2,1,3,6,1,Loyal Customers
50452,45.0,1.0,143.42,0,5,1,2,8,1,Loyal Customers
50453,43.0,4.0,127.82,0,3,4,1,8,1,Loyal Customers
50454,34.0,4.0,159.8,0,1,4,3,8,3,Champions
50455,43.0,1.0,143.81,0,3,1,2,6,1,Loyal Customers
50456,44.0,1.0,125.72,0,4,1,1,6,1,Loyal Customers
50457,44.0,1.0,138.33,0,4,1,1,6,1,Loyal Customers
50458,39.0,3.0,142.44,0,2,4,2,8,3,Champions
50459,44.0,1.0,165.0,0,4,1,3,8,1,Loyal Customers
50460,37.0,14.0,284.3,0,1,5,5,11,2,Champions
50461,46.0,1.0,116.01,1,5,1,1,7,1,Loyal Customers
50462,46.0,1.0,126.94,0,5,1,1,7,1,Loyal Customers
50463,42.0,1.0,131.49,0,2,1,1,4,1,Loyal Customers
50464,43.0,1.0,276.39,0,3,1,5,9,0,Champions
50465,46.0,1.0,123.19,1,5,1,1,7,1,Loyal Customers
50466,43.0,3.0,216.91000000000005,0,3,4,5,12,0,Champions
50467,44.0,1.0,153.24,1,4,1,2,7,1,Loyal Customers
50468,46.0,3.0,267.52,0,5,4,5,14,0,Champions
50469,41.0,1.0,152.28,0,2,1,2,5,1,Loyal Customers
50470,39.0,1.0,127.0,0,2,1,1,4,3,Champions
50471,38.0,13.0,292.46,1,1,5,5,11,2,Champions
50472,44.0,2.0,125.06,0,4,2,1,7,1,Loyal Customers
50473,44.0,1.0,160.62,0,4,1,3,8,1,Loyal Customers
50474,45.0,2.0,143.82,1,5,2,2,9,1,Loyal Customers
50475,42.0,1.0,121.43,0,2,1,1,4,1,Loyal Customers
50476,38.0,6.0,161.62,0,1,5,3,9,3,Champions
50477,46.0,1.0,150.94,0,5,1,2,8,1,Loyal Customers
50478,46.0,1.0,168.77,0,5,1,3,9,1,Loyal Customers
50479,46.0,1.0,122.74,0,5,1,1,7,1,Loyal Customers
50480,38.0,7.0,144.34,0,1,5,2,8,3,Champions
50481,44.0,1.0,162.88,0,4,1,3,8,1,Loyal Customers
50482,43.0,1.0,125.53,0,3,1,1,5,1,Loyal Customers
50483,39.0,7.0,176.54,1,2,5,4,11,2,Champions
50484,43.0,7.0,151.6,1,3,5,2,10,1,Loyal Customers
50485,46.0,1.0,271.59,0,5,1,5,11,0,Champions
50486,43.0,1.0,228.08,0,3,1,5,9,0,Champions
50487,40.0,1.0,202.21,0,2,1,4,7,3,Champions
50488,41.0,7.0,147.79,0,2,5,2,9,3,Champions
50489,44.0,1.0,137.37,0,4,1,1,6,1,Loyal Customers
50490,39.0,1.0,123.66,1,2,1,1,4,3,Champions
50491,46.0,1.0,117.06,0,5,1,1,7,1,Loyal Customers
50492,29.0,4.0,263.07,0,1,4,5,10,3,Champions
50493,43.0,2.0,159.33,0,3,2,3,8,1,Loyal Customers
50494,45.0,1.0,134.24,0,5,1,1,7,1,Loyal Customers
50495,38.0,1.0,140.37,0,1,1,1,3,3,Champions
50496,45.0,1.0,125.59,0,5,1,1,7,1,Loyal Customers
50497,35.0,4.0,162.01,0,1,4,3,8,3,Champions
50498,43.0,1.0,144.03,0,3,1,2,6,1,Loyal Customers
50499,43.0,1.0,137.61,0,3,1,1,5,1,Loyal Customers
50500,43.0,1.0,209.34,0,3,1,5,9,0,Champions
50501,44.0,1.0,207.61,0,4,1,4,9,1,Loyal Customers
50502,43.0,1.0,151.75,0,3,1,2,6,1,Loyal Customers
50503,46.0,2.0,238.26,0,5,2,5,12,0,Champions
50504,46.0,1.0,163.34,0,5,1,3,9,1,Loyal Customers
50505,42.0,1.0,149.36,0,2,1,2,5,1,Loyal Customers
50506,44.0,2.0,147.75,0,4,2,2,8,1,Loyal Customers
50507,44.0,1.0,128.18,0,4,1,1,6,1,Loyal Customers
50508,44.0,2.0,125.15,0,4,2,1,7,1,Loyal Customers
50509,43.0,1.0,123.42,0,3,1,1,5,1,Loyal Customers
50510,43.0,1.0,141.94,0,3,1,2,6,1,Loyal Customers
50511,31.0,5.0,206.85,0,1,5,4,10,3,Champions
50512,38.0,7.0,120.22,1,1,5,1,7,3,Champions
50513,44.0,1.0,123.14,0,4,1,1,6,1,Loyal Customers
50514,43.0,1.0,142.56,0,3,1,2,6,1,Loyal Customers
50515,44.0,1.0,135.8,0,4,1,1,6,1,Loyal Customers
50516,42.0,3.0,131.62,0,2,4,1,7,1,Loyal Customers
50517,43.0,5.0,165.24,0,3,5,3,11,1,Loyal Customers
50518,44.0,1.0,128.99,0,4,1,1,6,1,Loyal Customers
50519,43.0,1.0,152.31,0,3,1,2,6,1,Loyal Customers
50520,44.0,1.0,123.56,0,4,1,1,6,1,Loyal Customers
50521,44.0,1.0,128.0,1,4,1,1,6,1,Loyal Customers
50522,43.0,2.0,218.36,0,3,2,5,10,0,Champions
50523,38.0,4.0,209.03,0,1,4,5,10,3,Champions
50524,46.0,1.0,129.73,0,5,1,1,7,1,Loyal Customers
50525,38.0,2.0,242.75,0,1,2,5,8,0,Champions
50526,44.0,2.0,155.62,0,4,2,3,9,1,Loyal Customers
50527,39.0,7.0,145.37,0,2,5,2,9,3,Champions
50528,37.0,1.0,176.42,0,1,1,4,6,3,Champions
50529,39.0,14.0,279.24,0,2,5,5,12,2,Champions
50530,42.0,1.0,152.04,0,2,1,2,5,1,Loyal Customers
50531,43.0,1.0,122.77,0,3,1,1,5,1,Loyal Customers
50532,45.0,1.0,127.95,1,5,1,1,7,1,Loyal Customers
50533,43.0,1.0,125.32,0,3,1,1,5,1,Loyal Customers
50534,45.0,7.0,125.59,0,5,5,1,11,1,Loyal Customers
50535,44.0,1.0,149.08,0,4,1,2,7,1,Loyal Customers
50536,46.0,1.0,123.8,1,5,1,1,7,1,Loyal Customers
50537,46.0,1.0,147.65,0,5,1,2,8,1,Loyal Customers
50538,44.0,1.0,120.44,1,4,1,1,6,1,Loyal Customers
50539,46.0,1.0,126.93,1,5,1,1,7,1,Loyal Customers
50540,35.0,4.0,165.86,0,1,4,3,8,3,Champions
50541,44.0,1.0,132.94,0,4,1,1,6,1,Loyal Customers
50542,44.0,1.0,141.71,1,4,1,2,7,1,Loyal Customers
50543,46.0,1.0,127.78,1,5,1,1,7,1,Loyal Customers
50544,44.0,2.0,123.77,0,4,2,1,7,1,Loyal Customers
50545,44.0,2.0,124.04,1,4,2,1,7,1,Loyal Customers
50546,46.0,1.0,123.18,0,5,1,1,7,1,Loyal Customers
50547,46.0,1.0,120.08,0,5,1,1,7,1,Loyal Customers
50548,43.0,1.0,162.44,0,3,1,3,7,1,Loyal Customers
50549,44.0,1.0,127.99,0,4,1,1,6,1,Loyal Customers
50550,42.0,1.0,205.52,0,2,1,4,7,0,Champions
50551,44.0,5.0,123.29,0,4,5,1,10,1,Loyal Customers
50552,39.0,1.0,140.14,0,2,1,1,4,3,Champions
50553,39.0,1.0,174.03,0,2,1,4,7,3,Champions
50554,46.0,1.0,122.59,0,5,1,1,7,1,Loyal Customers
50555,46.0,1.0,169.32,0,5,1,3,9,1,Loyal Customers
50556,45.0,1.0,146.78,0,5,1,2,8,1,Loyal Customers
50557,35.0,2.0,235.82,0,1,2,5,8,3,Champions
50558,44.0,1.0,123.32,0,4,1,1,6,1,Loyal Customers
50559,46.0,1.0,124.13,1,5,1,1,7,1,Loyal Customers
50560,46.0,1.0,197.05,0,5,1,4,10,1,Loyal Customers
50561,39.0,1.0,142.94,0,2,1,2,5,3,Champions
50562,29.0,2.0,147.21,0,1,2,2,5,3,Champions
50563,37.0,3.0,125.19,0,1,4,1,6,3,Champions
50564,46.0,1.0,121.21,1,5,1,1,7,1,Loyal Customers
50565,46.0,1.0,129.73,1,5,1,1,7,1,Loyal Customers
50566,41.0,8.0,158.55,0,2,5,3,10,2,Champions
50567,46.0,1.0,136.17,0,5,1,1,7,1,Loyal Customers
50568,43.0,6.0,167.25,0,3,5,3,11,1,Loyal Customers
50569,39.0,3.0,203.25,1,2,4,4,10,3,Champions
50570,42.0,1.0,169.49,0,2,1,3,6,1,Loyal Customers
50571,39.0,11.0,206.09,1,2,5,4,11,2,Champions
50572,38.0,1.0,144.47,0,1,1,2,4,3,Champions
50573,44.0,1.0,121.57,0,4,1,1,6,1,Loyal Customers
50574,46.0,1.0,146.01,0,5,1,2,8,1,Loyal Customers
50575,38.0,7.0,270.99,0,1,5,5,11,2,Champions
50576,46.0,1.0,124.79,1,5,1,1,7,1,Loyal Customers
50577,44.0,2.0,248.52,0,4,2,5,11,0,Champions
50578,39.0,7.0,172.64,0,2,5,3,10,2,Champions
50579,43.0,1.0,156.66,0,3,1,3,7,1,Loyal Customers
50580,38.0,1.0,178.23,0,1,1,4,6,3,Champions
50581,39.0,1.0,178.8,0,2,1,4,7,3,Champions
50582,46.0,2.0,231.94,1,5,2,5,12,0,Champions
50583,39.0,2.0,150.67,0,2,2,2,6,3,Champions
50584,39.0,1.0,150.79,0,2,1,2,5,3,Champions
50585,44.0,1.0,123.21,1,4,1,1,6,1,Loyal Customers
50586,46.0,6.0,274.44,0,5,5,5,15,0,Champions
50587,46.0,1.0,124.04,1,5,1,1,7,1,Loyal Customers
50588,44.0,1.0,134.52,0,4,1,1,6,1,Loyal Customers
50589,44.0,1.0,122.7,0,4,1,1,6,1,Loyal Customers
50590,43.0,1.0,273.99,0,3,1,5,9,0,Champions
50591,44.0,1.0,154.88,0,4,1,3,8,1,Loyal Customers
50592,35.0,1.0,294.19,0,1,1,5,7,0,Champions
50593,44.0,2.0,128.11,0,4,2,1,7,1,Loyal Customers
50594,38.0,1.0,136.33,0,1,1,1,3,3,Champions
50595,39.0,1.0,141.63,0,2,1,2,5,3,Champions
50596,45.0,1.0,121.32,1,5,1,1,7,1,Loyal Customers
50597,41.0,2.0,239.73,0,2,2,5,9,0,Champions
50598,44.0,1.0,126.84,0,4,1,1,6,1,Loyal Customers
50599,39.0,1.0,208.45,0,2,1,4,7,3,Champions
50600,44.0,3.0,143.77,0,4,4,2,10,1,Loyal Customers
50601,44.0,1.0,137.43,1,4,1,1,6,1,Loyal Customers
50602,43.0,1.0,141.48,0,3,1,2,6,1,Loyal Customers
50603,46.0,1.0,110.51,0,5,1,1,7,1,Loyal Customers
50604,38.0,1.0,207.39,0,1,1,4,6,3,Champions
50605,45.0,10.0,203.88,0,5,5,4,14,2,Champions
50606,43.0,1.0,214.16000000000005,0,3,1,5,9,0,Champions
50607,46.0,1.0,126.0,1,5,1,1,7,1,Loyal Customers
50608,44.0,1.0,124.22,1,4,1,1,6,1,Loyal Customers
50609,43.0,1.0,154.72,0,3,1,3,7,1,Loyal Customers
50610,45.0,1.0,124.51,0,5,1,1,7,1,Loyal Customers
50611,44.0,2.0,142.4,0,4,2,2,8,1,Loyal Customers
50612,43.0,4.0,209.99,0,3,4,5,12,0,Champions
50613,45.0,2.0,150.03,0,5,2,2,9,1,Loyal Customers
50614,43.0,11.0,227.42,0,3,5,5,13,2,Champions
50615,44.0,2.0,142.27,0,4,2,2,8,1,Loyal Customers
50616,44.0,1.0,139.17,0,4,1,1,6,1,Loyal Customers
50617,46.0,1.0,283.03,0,5,1,5,11,0,Champions
50618,46.0,1.0,123.8,0,5,1,1,7,1,Loyal Customers
50619,43.0,2.0,237.26,0,3,2,5,10,0,Champions
50620,46.0,1.0,147.77,1,5,1,2,8,1,Loyal Customers
50621,39.0,6.0,163.85,0,2,5,3,10,3,Champions
50622,36.0,5.0,299.73,0,1,5,5,11,0,Champions
50623,46.0,1.0,168.61,0,5,1,3,9,1,Loyal Customers
50624,44.0,2.0,149.69,1,4,2,2,8,1,Loyal Customers
50625,37.0,6.0,298.45,1,1,5,5,11,0,Champions
50626,35.0,2.0,233.2,0,1,2,5,8,3,Champions
50627,33.0,1.0,163.47,0,1,1,3,5,3,Champions
50628,32.0,15.0,127.43,1,1,5,1,7,2,Champions
50629,38.0,2.0,208.8,0,1,2,4,7,3,Champions
50630,44.0,2.0,123.42,0,4,2,1,7,1,Loyal Customers
50631,45.0,1.0,276.5,0,5,1,5,11,0,Champions
50632,39.0,7.0,140.25,0,2,5,1,8,3,Champions
50633,37.0,1.0,197.25,0,1,1,4,6,3,Champions
50634,43.0,1.0,219.04,0,3,1,5,9,0,Champions
50635,42.0,1.0,121.77,0,2,1,1,4,1,Loyal Customers
50636,34.0,6.0,175.25,0,1,5,4,10,3,Champions
50637,46.0,1.0,148.34,1,5,1,2,8,1,Loyal Customers
50638,44.0,1.0,120.42,1,4,1,1,6,1,Loyal Customers
50639,46.0,1.0,122.2,0,5,1,1,7,1,Loyal Customers
50640,46.0,1.0,110.52,0,5,1,1,7,1,Loyal Customers
50641,44.0,2.0,128.21,0,4,2,1,7,1,Loyal Customers
50642,39.0,7.0,292.37,0,2,5,5,12,0,Champions
50643,45.0,1.0,141.07,0,5,1,2,8,1,Loyal Customers
50644,41.0,7.0,183.96,0,2,5,4,11,2,Champions
50645,43.0,1.0,120.07,0,3,1,1,5,1,Loyal Customers
50646,44.0,2.0,296.27,0,4,2,5,11,0,Champions
50647,46.0,7.0,206.86,0,5,5,4,14,1,Loyal Customers
50648,43.0,1.0,129.42,0,3,1,1,5,1,Loyal Customers
50649,38.0,7.0,188.58,0,1,5,4,10,2,Champions
50650,44.0,6.0,267.56,0,4,5,5,14,0,Champions
50651,46.0,2.0,234.0,0,5,2,5,12,0,Champions
50652,44.0,1.0,123.23,1,4,1,1,6,1,Loyal Customers
50653,46.0,1.0,114.16,1,5,1,1,7,1,Loyal Customers
50654,39.0,1.0,146.15,0,2,1,2,5,3,Champions
50655,39.0,2.0,124.61,1,2,2,1,5,3,Champions
50656,37.0,1.0,187.22,1,1,1,4,6,3,Champions
50657,43.0,1.0,139.55,0,3,1,1,5,1,Loyal Customers
50658,44.0,1.0,199.57,0,4,1,4,9,1,Loyal Customers
50659,38.0,1.0,133.76,0,1,1,1,3,3,Champions
50660,37.0,1.0,188.23,0,1,1,4,6,3,Champions
50661,45.0,11.0,203.22,0,5,5,4,14,2,Champions
50662,44.0,1.0,146.21,0,4,1,2,7,1,Loyal Customers
50663,43.0,1.0,209.76,0,3,1,5,9,0,Champions
50664,39.0,1.0,136.6,0,2,1,1,4,3,Champions
50665,40.0,3.0,204.82,1,2,4,4,10,3,Champions
50666,44.0,1.0,171.19,0,4,1,3,8,1,Loyal Customers
50667,39.0,4.0,195.82,1,2,4,4,10,3,Champions
50668,38.0,3.0,145.08,1,1,4,2,7,3,Champions
50669,44.0,2.0,122.07,0,4,2,1,7,1,Loyal Customers
50670,42.0,1.0,177.56,0,2,1,4,7,1,Loyal Customers
50671,46.0,1.0,166.94,0,5,1,3,9,1,Loyal Customers
50672,40.0,5.0,136.91,1,2,5,1,8,3,Champions
50673,46.0,1.0,123.77,1,5,1,1,7,1,Loyal Customers
50674,44.0,2.0,123.13,1,4,2,1,7,1,Loyal Customers
50675,39.0,13.0,276.65,0,2,5,5,12,2,Champions
50676,46.0,1.0,125.96,1,5,1,1,7,1,Loyal Customers
50677,46.0,1.0,147.28,1,5,1,2,8,1,Loyal Customers
50678,44.0,1.0,143.02,0,4,1,2,7,1,Loyal Customers
50679,46.0,1.0,129.79,0,5,1,1,7,1,Loyal Customers
50680,45.0,2.0,268.85,0,5,2,5,12,0,Champions
50681,34.0,4.0,155.93,0,1,4,3,8,3,Champions
50682,46.0,4.0,204.45,0,5,4,4,13,1,Loyal Customers
50683,39.0,2.0,187.4,0,2,2,4,8,3,Champions
50684,39.0,1.0,125.14,0,2,1,1,4,3,Champions
50685,39.0,1.0,176.55,0,2,1,4,7,3,Champions
50686,37.0,4.0,274.65,0,1,4,5,10,0,Champions
50687,46.0,1.0,173.51,0,5,1,4,10,1,Loyal Customers
50688,45.0,1.0,208.2,0,5,1,4,10,1,Loyal Customers
50689,43.0,11.0,221.69,1,3,5,5,13,2,Champions
50690,37.0,4.0,296.26,0,1,4,5,10,0,Champions
50691,44.0,2.0,120.7,0,4,2,1,7,1,Loyal Customers
50692,43.0,1.0,167.82,0,3,1,3,7,1,Loyal Customers
50693,37.0,1.0,177.79,0,1,1,4,6,3,Champions
50694,44.0,2.0,127.91,0,4,2,1,7,1,Loyal Customers
50695,42.0,1.0,132.01,0,2,1,1,4,1,Loyal Customers
50696,44.0,1.0,149.68,0,4,1,2,7,1,Loyal Customers
50697,43.0,2.0,231.2,0,3,2,5,10,0,Champions
50698,44.0,1.0,140.33,0,4,1,1,6,1,Loyal Customers
50699,45.0,1.0,132.91,0,5,1,1,7,1,Loyal Customers
50700,46.0,1.0,142.72,0,5,1,2,8,1,Loyal Customers
50701,44.0,1.0,150.56,0,4,1,2,7,1,Loyal Customers
50702,46.0,5.0,128.44,0,5,5,1,11,1,Loyal Customers
50703,44.0,1.0,127.03,0,4,1,1,6,1,Loyal Customers
50704,46.0,1.0,119.04,1,5,1,1,7,1,Loyal Customers
50705,43.0,1.0,182.24,1,3,1,4,8,1,Loyal Customers
50706,46.0,1.0,147.66,0,5,1,2,8,1,Loyal Customers
50707,44.0,2.0,126.1,1,4,2,1,7,1,Loyal Customers
50708,43.0,1.0,157.31,0,3,1,3,7,1,Loyal Customers
50709,44.0,2.0,125.39,0,4,2,1,7,1,Loyal Customers
50710,43.0,1.0,157.14,0,3,1,3,7,1,Loyal Customers
50711,42.0,1.0,143.23,0,2,1,2,5,1,Loyal Customers
50712,36.0,3.0,173.36,1,1,4,4,9,3,Champions
50713,33.0,2.0,234.99,0,1,2,5,8,3,Champions
50714,32.0,2.0,237.58,1,1,2,5,8,3,Champions
50715,41.0,1.0,151.55,0,2,1,2,5,1,Loyal Customers
50716,39.0,1.0,122.58,0,2,1,1,4,3,Champions
50717,44.0,1.0,135.97,0,4,1,1,6,1,Loyal Customers
50718,46.0,1.0,125.15,1,5,1,1,7,1,Loyal Customers
50719,39.0,1.0,144.2,0,2,1,2,5,3,Champions
50720,42.0,1.0,165.78,0,2,1,3,6,1,Loyal Customers
50721,46.0,1.0,144.22,0,5,1,2,8,1,Loyal Customers
50722,42.0,6.0,202.74,0,2,5,4,11,0,Champions
50723,37.0,4.0,153.43,0,1,4,2,7,3,Champions
50724,44.0,2.0,123.76,0,4,2,1,7,1,Loyal Customers
50725,43.0,1.0,153.46,1,3,1,2,6,1,Loyal Customers
50726,46.0,1.0,128.27,0,5,1,1,7,1,Loyal Customers
50727,44.0,4.0,299.43,0,4,4,5,13,0,Champions
50728,38.0,1.0,131.31,0,1,1,1,3,3,Champions
50729,46.0,1.0,125.52,0,5,1,1,7,1,Loyal Customers
50730,44.0,1.0,144.77,0,4,1,2,7,1,Loyal Customers
50731,35.0,3.0,164.74,0,1,4,3,8,3,Champions
50732,44.0,1.0,130.33,0,4,1,1,6,1,Loyal Customers
50733,44.0,1.0,129.36,1,4,1,1,6,1,Loyal Customers
50734,39.0,4.0,286.06,0,2,4,5,11,0,Champions
50735,43.0,1.0,121.68,0,3,1,1,5,1,Loyal Customers
50736,46.0,1.0,128.53,1,5,1,1,7,1,Loyal Customers
50737,37.0,15.0,270.48,0,1,5,5,11,2,Champions
50738,46.0,1.0,122.9,0,5,1,1,7,1,Loyal Customers
50739,42.0,1.0,136.0,0,2,1,1,4,1,Loyal Customers
50740,46.0,1.0,121.07,1,5,1,1,7,1,Loyal Customers
50741,43.0,1.0,141.15,0,3,1,2,6,1,Loyal Customers
50742,46.0,1.0,143.27,0,5,1,2,8,1,Loyal Customers
50743,44.0,2.0,278.56,0,4,2,5,11,0,Champions
50744,43.0,3.0,131.96,0,3,4,1,8,1,Loyal Customers
50745,43.0,1.0,290.81,0,3,1,5,9,0,Champions
50746,39.0,1.0,189.66,0,2,1,4,7,3,Champions
50747,46.0,1.0,122.1,1,5,1,1,7,1,Loyal Customers
50748,45.0,1.0,145.39,0,5,1,2,8,1,Loyal Customers
50749,39.0,1.0,127.41,0,2,1,1,4,3,Champions
50750,37.0,8.0,134.91,0,1,5,1,7,2,Champions
50751,29.0,1.0,145.41,0,1,1,2,4,3,Champions
50752,44.0,2.0,126.78,0,4,2,1,7,1,Loyal Customers
50753,42.0,1.0,173.79,0,2,1,4,7,1,Loyal Customers
50754,43.0,1.0,162.72,0,3,1,3,7,1,Loyal Customers
50755,37.0,1.0,152.2,0,1,1,2,4,3,Champions
50756,44.0,2.0,127.43,0,4,2,1,7,1,Loyal Customers
50757,39.0,1.0,149.98,0,2,1,2,5,3,Champions
50758,39.0,7.0,202.52,0,2,5,4,11,2,Champions
50759,36.0,4.0,127.81,0,1,4,1,6,3,Champions
50760,43.0,1.0,168.52,0,3,1,3,7,1,Loyal Customers
50761,45.0,1.0,149.5,0,5,1,2,8,1,Loyal Customers
50762,39.0,5.0,135.79,0,2,5,1,8,3,Champions
50763,46.0,2.0,231.91000000000005,0,5,2,5,12,0,Champions
50764,34.0,4.0,203.77,0,1,4,4,9,3,Champions
50765,38.0,6.0,122.35,0,1,5,1,7,3,Champions
50766,42.0,1.0,205.02,0,2,1,4,7,0,Champions
50767,39.0,7.0,120.11,0,2,5,1,8,3,Champions
50768,46.0,1.0,118.59,1,5,1,1,7,1,Loyal Customers
50769,44.0,1.0,137.6,0,4,1,1,6,1,Loyal Customers
50770,37.0,1.0,277.79,0,1,1,5,7,0,Champions
50771,45.0,1.0,168.33,0,5,1,3,9,1,Loyal Customers
50772,38.0,1.0,168.12,0,1,1,3,5,3,Champions
50773,41.0,1.0,151.71,0,2,1,2,5,1,Loyal Customers
50774,39.0,1.0,297.4,0,2,1,5,8,0,Champions
50775,46.0,1.0,287.11,0,5,1,5,11,0,Champions
50776,39.0,1.0,136.92,0,2,1,1,4,3,Champions
50777,46.0,1.0,125.59,0,5,1,1,7,1,Loyal Customers
50778,43.0,1.0,125.17,0,3,1,1,5,1,Loyal Customers
50779,46.0,1.0,166.23,0,5,1,3,9,1,Loyal Customers
50780,46.0,1.0,282.65,0,5,1,5,11,0,Champions
50781,39.0,1.0,261.24,0,2,1,5,8,0,Champions
50782,46.0,1.0,125.85,0,5,1,1,7,1,Loyal Customers
50783,36.0,3.0,282.13,0,1,4,5,10,0,Champions
50784,38.0,1.0,183.8,0,1,1,4,6,3,Champions
50785,45.0,1.0,129.94,0,5,1,1,7,1,Loyal Customers
50786,45.0,1.0,112.23,0,5,1,1,7,1,Loyal Customers
50787,46.0,1.0,111.18,1,5,1,1,7,1,Loyal Customers
50788,44.0,2.0,128.75,0,4,2,1,7,1,Loyal Customers
50789,35.0,1.0,288.24,1,1,1,5,7,0,Champions
50790,46.0,2.0,235.77,0,5,2,5,12,0,Champions
50791,44.0,2.0,126.25,1,4,2,1,7,1,Loyal Customers
50792,38.0,1.0,287.89,0,1,1,5,7,0,Champions
50793,44.0,1.0,145.38,0,4,1,2,7,1,Loyal Customers
50794,36.0,11.0,298.47,0,1,5,5,11,2,Champions
50795,42.0,5.0,205.12,0,2,5,4,11,0,Champions
50796,36.0,5.0,144.44,0,1,5,2,8,3,Champions
50797,44.0,1.0,121.54,0,4,1,1,6,1,Loyal Customers
50798,33.0,14.0,291.9,0,1,5,5,11,2,Champions
50799,38.0,1.0,144.9,0,1,1,2,4,3,Champions
50800,44.0,2.0,135.06,0,4,2,1,7,1,Loyal Customers
50801,46.0,1.0,123.72,0,5,1,1,7,1,Loyal Customers
50802,29.0,15.0,202.31,0,1,5,4,10,2,Champions
50803,34.0,5.0,154.1,0,1,5,3,9,3,Champions
50804,41.0,1.0,179.78,1,2,1,4,7,1,Loyal Customers
50805,44.0,2.0,138.67,0,4,2,1,7,1,Loyal Customers
50806,39.0,7.0,128.38,0,2,5,1,8,3,Champions
50807,39.0,1.0,146.95,0,2,1,2,5,3,Champions
50808,39.0,7.0,133.39,1,2,5,1,8,3,Champions
50809,44.0,1.0,120.8,0,4,1,1,6,1,Loyal Customers
50810,45.0,2.0,120.96,0,5,2,1,8,1,Loyal Customers
50811,38.0,1.0,162.09,0,1,1,3,5,3,Champions
50812,46.0,1.0,280.61,0,5,1,5,11,0,Champions
50813,44.0,15.0,271.23,0,4,5,5,14,2,Champions
50814,44.0,2.0,123.72,0,4,2,1,7,1,Loyal Customers
50815,45.0,1.0,148.83,1,5,1,2,8,1,Loyal Customers
50816,43.0,1.0,139.04,1,3,1,1,5,1,Loyal Customers
50817,39.0,6.0,146.27,0,2,5,2,9,3,Champions
50818,39.0,1.0,170.94,0,2,1,3,6,3,Champions
50819,39.0,5.0,134.23,0,2,5,1,8,3,Champions
50820,41.0,7.0,166.74,0,2,5,3,10,2,Champions
50821,44.0,1.0,268.8,0,4,1,5,10,0,Champions
50822,46.0,1.0,190.94,1,5,1,4,10,1,Loyal Customers
50823,39.0,7.0,184.46,1,2,5,4,11,2,Champions
50824,43.0,1.0,219.16000000000005,0,3,1,5,9,0,Champions
50825,39.0,1.0,145.34,0,2,1,2,5,3,Champions
50826,40.0,9.0,198.52,0,2,5,4,11,2,Champions
50827,37.0,11.0,161.51,0,1,5,3,9,2,Champions
50828,44.0,2.0,123.02,1,4,2,1,7,1,Loyal Customers
50829,44.0,1.0,123.62,1,4,1,1,6,1,Loyal Customers
50830,36.0,2.0,278.61,0,1,2,5,8,0,Champions
50831,35.0,9.0,291.87,0,1,5,5,11,2,Champions
50832,39.0,7.0,297.17,0,2,5,5,12,0,Champions
50833,46.0,1.0,135.44,0,5,1,1,7,1,Loyal Customers
50834,40.0,1.0,185.0,0,2,1,4,7,3,Champions
50835,38.0,8.0,146.61,0,1,5,2,8,2,Champions
